id,name,id,date,time,SB-Right,SB-Thru,SB-Left,WB-Right,WB-Thru,WB-Left,NB-Right,NB-Thru,NB-Left,EB-Right,EB-Thru,EB-Left,SB-Ped,WB-Ped,NB-Ped,EB-Ped,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2008/March/GEORGIA%20AVENUE %20NW%20%26%20BARRY%20PLACE.txt,GEORGIA AVENUE NW & BARRY PLACE,x,3/27/2008,08:45-09:00,39,276,,,,,,128,10,16,,23,,27,16,21,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2008/March/GEORGIA%20AVENUE %20NW%20%26%20BARRY%20PLACE.txt,GEORGIA AVENUE NW & BARRY PLACE,x,3/27/2008,09:30-09:45,19,167,,,,,,161,6,6,,13,,37,40,27,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2008/March/GEORGIA%20AVENUE %20NW%20%26%20BARRY%20PLACE.txt,GEORGIA AVENUE NW & BARRY PLACE,x,3/27/2008,09:45-10:00,30,156,,,,,,151,5,25,,14,,27,24,21,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2008/March/GEORGIA%20AVENUE %20NW%20%26%20BARRY%20PLACE.txt,GEORGIA AVENUE NW & BARRY PLACE,x,3/27/2008,10:00-10:15,25,161,,,,,,157,9,16,,15,,32,32,24,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2008/March/GEORGIA%20AVENUE %20NW%20%26%20BARRY%20PLACE.txt,GEORGIA AVENUE NW & BARRY PLACE,x,3/27/2008,10:15-10:30,19,147,,,,,,139,6,18,,16,,26,21,35,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2008/March/GEORGIA%20AVENUE %20NW%20%26%20BARRY%20PLACE.txt,GEORGIA AVENUE NW & BARRY PLACE,x,3/27/2008,10:30-10:45,17,134,,,,,,127,8,13,,18,,28,17,46,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2008/March/GEORGIA%20AVENUE %20NW%20%26%20BARRY%20PLACE.txt,GEORGIA AVENUE NW & BARRY PLACE,x,3/27/2008,10:45-11:00,17,135,,,,,,117,7,24,,17,,25,25,53,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2008/March/GEORGIA%20AVENUE %20NW%20%26%20BARRY%20PLACE.txt,GEORGIA AVENUE NW & BARRY PLACE,x,3/27/2008,11:00-11:15,17,131,,,,,,136,9,9,,21,,31,22,61,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2008/March/GEORGIA%20AVENUE %20NW%20%26%20BARRY%20PLACE.txt,GEORGIA AVENUE NW & BARRY PLACE,x,3/27/2008,11:15-11:30,19,153,,,,,,147,11,10,,22,,17,14,53,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2008/March/GEORGIA%20AVENUE %20NW%20%26%20BARRY%20PLACE.txt,GEORGIA AVENUE NW & BARRY PLACE,x,3/27/2008,11:30-11:45,18,149,,,,,,153,8,8,,19,,10,11,42,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2008/March/GEORGIA%20AVENUE %20NW%20%26%20BARRY%20PLACE.txt,GEORGIA AVENUE NW & BARRY PLACE,x,3/27/2008,11:45-12:00,16,161,,,,,,148,11,9,,22,,11,11,76,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2008/March/GEORGIA%20AVENUE %20NW%20%26%20BARRY%20PLACE.txt,GEORGIA AVENUE NW & BARRY PLACE,x,3/27/2008,12:00-12:15,12,143,,,,,,161,10,11,,25,,14,14,126,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2008/March/GEORGIA%20AVENUE %20NW%20%26%20BARRY%20PLACE.txt,GEORGIA AVENUE NW & BARRY PLACE,x,3/27/2008,12:15-12:30,21,157,,,,,,153,13,14,,26,,17,9,174,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2008/March/GEORGIA%20AVENUE %20NW%20%26%20BARRY%20PLACE.txt,GEORGIA AVENUE NW & BARRY PLACE,x,3/27/2008,12:30-12:45,27,174,,,,,,151,10,6,,31,,21,16,203,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2008/March/GEORGIA%20AVENUE %20NW%20%26%20BARRY%20PLACE.txt,GEORGIA AVENUE NW & BARRY PLACE,x,3/27/2008,12:45-13:00,19,186,,,,,,146,7,12,,26,,16,21,181,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2008/March/GEORGIA%20AVENUE %20NW%20%26%20BARRY%20PLACE.txt,GEORGIA AVENUE NW & BARRY PLACE,x,3/27/2008,14:00-14:15,23,179,,,,,,149,8,18,,27,,19,18,176,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2008/March/GEORGIA%20AVENUE %20NW%20%26%20BARRY%20PLACE.txt,GEORGIA AVENUE NW & BARRY PLACE,x,3/27/2008,14:15-14:30,16,196,,,,,,156,9,21,,29,,28,23,134,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2008/March/GEORGIA%20AVENUE %20NW%20%26%20BARRY%20PLACE.txt,GEORGIA AVENUE NW & BARRY PLACE,x,3/27/2008,14:30-14:45,19,207,,,,,,163,6,17,,30,,26,14,111,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2008/March/GEORGIA%20AVENUE %20NW%20%26%20BARRY%20PLACE.txt,GEORGIA AVENUE NW & BARRY PLACE,x,3/27/2008,14:45-15:00,24,185,,,,,,156,7,16,,30,,19,11,87,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2008/March/GEORGIA%20AVENUE %20NW%20%26%20BARRY%20PLACE.txt,GEORGIA AVENUE NW & BARRY PLACE,x,3/27/2008,15:00-15:15,21,196,,,,,,159,5,19,,34,,23,13,99,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2008/March/GEORGIA%20AVENUE %20NW%20%26%20BARRY%20PLACE.txt,GEORGIA AVENUE NW & BARRY PLACE,x,3/27/2008,15:15-15:30,20,187,,,,,,160,8,15,,38,,17,14,87,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2008/March/GEORGIA%20AVENUE %20NW%20%26%20BARRY%20PLACE.txt,GEORGIA AVENUE NW & BARRY PLACE,x,3/27/2008,15:30-15:45,18,191,,,,,,165,7,19,,37,,16,11,76,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2008/March/GEORGIA%20AVENUE %20NW%20%26%20BARRY%20PLACE.txt,GEORGIA AVENUE NW & BARRY PLACE,x,3/27/2008,15:45-16:00,23,183,,,,,,155,6,11,,39,,21,14,81,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2008/March/GEORGIA%20AVENUE %20NW%20%26%20BARRY%20PLACE.txt,GEORGIA AVENUE NW & BARRY PLACE,x,3/27/2008,16:00-16:15,17,207,,,,,,159,5,21,,41,,19,16,56,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2008/March/GEORGIA%20AVENUE %20NW%20%26%20BARRY%20PLACE.txt,GEORGIA AVENUE NW & BARRY PLACE,x,3/27/2008,16:15-16:30,14,213,,,,,,167,5,16,,37,,26,26,63,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2008/March/GEORGIA%20AVENUE %20NW%20%26%20BARRY%20PLACE.txt,GEORGIA AVENUE NW & BARRY PLACE,x,3/27/2008,16:30-16:45,11,206,,,,,,156,4,14,,36,,28,13,49,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2008/March/GEORGIA%20AVENUE %20NW%20%26%20BARRY%20PLACE.txt,GEORGIA AVENUE NW & BARRY PLACE,x,3/27/2008,16:45-17:00,16,215,,,,,,147,5,13,,32,,21,17,53,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2008/March/GEORGIA%20AVENUE %20NW%20%26%20BARRY%20PLACE.txt,GEORGIA AVENUE NW & BARRY PLACE,x,3/27/2008,17:00-17:15,19,221,,,,,,171,4,17,,28,,17,16,47,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2008/March/GEORGIA%20AVENUE %20NW%20%26%20BARRY%20PLACE.txt,GEORGIA AVENUE NW & BARRY PLACE,x,3/27/2008,17:15-17:30,16,232,,,,,,151,3,21,,29,,24,12,36,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2008/March/GEORGIA%20AVENUE %20NW%20%26%20BARRY%20PLACE.txt,GEORGIA AVENUE NW & BARRY PLACE,x,3/27/2008,17:30-17:45,14,227,,,,,,161,5,19,,27,,19,14,41,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2008/March/GEORGIA%20AVENUE %20NW%20%26%20BARRY%20PLACE.txt,GEORGIA AVENUE NW & BARRY PLACE,x,3/27/2008,17:45-18:00,9,207,,,,,,142,2,20,,17,,14,10,37,,,,,
file,name,id,date,time,ight,R,Left,,hru,Left,Right,Thru,Left,Right,Thru,Left,,A,C,B,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2008/March/NANNIE%20HELEN%20BURROUGHS%20AVENUE %20NE%20%26%2049TH%20STREET.txt,NANNIE HELEN BURROUGHS AVENUE NE & 49TH STREET,x,3/19/2008,07:00-07:15,1,13,2,10,71,5,7,11,21,2,81,2,,2,2,1,,,,,,38.898613,-76.931662
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2008/March/NANNIE%20HELEN%20BURROUGHS%20AVENUE %20NE%20%26%2049TH%20STREET.txt,NANNIE HELEN BURROUGHS AVENUE NE & 49TH STREET,x,3/19/2008,07:15-07:30,,12,3,7,69,7,8,15,19,2,84,3,,3,1,1,,,,,,38.898613,-76.931662
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2008/March/NANNIE%20HELEN%20BURROUGHS%20AVENUE %20NE%20%26%2049TH%20STREET.txt,NANNIE HELEN BURROUGHS AVENUE NE & 49TH STREET,x,3/19/2008,07:30-07:45,,14,2,9,66,8,6,16,20,2,86,2,,2,2,1,,,,,,38.898613,-76.931662
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2008/March/NANNIE%20HELEN%20BURROUGHS%20AVENUE %20NE%20%26%2049TH%20STREET.txt,NANNIE HELEN BURROUGHS AVENUE NE & 49TH STREET,x,3/19/2008,07:45-08:00,1,15,3,9,63,6,7,17,21,3,84,3,,1,2,1,,,,,,38.898613,-76.931662
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2008/March/NANNIE%20HELEN%20BURROUGHS%20AVENUE %20NE%20%26%2049TH%20STREET.txt,NANNIE HELEN BURROUGHS AVENUE NE & 49TH STREET,x,3/19/2008,08:00-08:15,2,16,4,11,67,9,5,23,17,4,96,5,1,2,,,,,,,,38.898613,-76.931662
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2008/March/NANNIE%20HELEN%20BURROUGHS%20AVENUE %20NE%20%26%2049TH%20STREET.txt,NANNIE HELEN BURROUGHS AVENUE NE & 49TH STREET,x,3/19/2008,08:15-08:30,3,17,7,7,59,7,6,19,14,5,116,6,1,3,3,,,,,,,38.898613,-76.931662
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2008/March/NANNIE%20HELEN%20BURROUGHS%20AVENUE %20NE%20%26%2049TH%20STREET.txt,NANNIE HELEN BURROUGHS AVENUE NE & 49TH STREET,x,3/19/2008,08:30-08:45,4,18,3,10,66,6,7,15,16,4,121,7,2,4,2,,,,,,,38.898613,-76.931662
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2008/March/NANNIE%20HELEN%20BURROUGHS%20AVENUE %20NE%20%26%2049TH%20STREET.txt,NANNIE HELEN BURROUGHS AVENUE NE & 49TH STREET,x,3/19/2008,08:45-09:00,6,21,2,9,59,10,11,21,20,4,100,6,3,1,1,,,,,,,38.898613,-76.931662
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2008/March/NANNIE%20HELEN%20BURROUGHS%20AVENUE %20NE%20%26%2049TH%20STREET.txt,NANNIE HELEN BURROUGHS AVENUE NE & 49TH STREET,x,3/19/2008,09:00-09:15,8,17,1,12,68,7,3,10,9,8,76,7,,2,4,1,,,,,,38.898613,-76.931662
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2008/March/NANNIE%20HELEN%20BURROUGHS%20AVENUE %20NE%20%26%2049TH%20STREET.txt,NANNIE HELEN BURROUGHS AVENUE NE & 49TH STREET,x,3/19/2008,09:15-09:30,2,11,1,13,66,2,1,11,9,10,57,6,1,2,,,,,,,,38.898613,-76.931662
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2008/March/NANNIE%20HELEN%20BURROUGHS%20AVENUE %20NE%20%26%2049TH%20STREET.txt,NANNIE HELEN BURROUGHS AVENUE NE & 49TH STREET,x,3/19/2008,09:30-09:45,3,7,2,10,51,6,3,5,9,5,62,6,1,,3,1,,,,,,38.898613,-76.931662
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2008/March/NANNIE%20HELEN%20BURROUGHS%20AVENUE %20NE%20%26%2049TH%20STREET.txt,NANNIE HELEN BURROUGHS AVENUE NE & 49TH STREET,x,3/19/2008,09:45-10:00,5,5,4,9,61,5,2,7,11,4,57,7,,3,2,,,,,,,38.898613,-76.931662
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2008/March/NANNIE%20HELEN%20BURROUGHS%20AVENUE %20NE%20%26%2049TH%20STREET.txt,NANNIE HELEN BURROUGHS AVENUE NE & 49TH STREET,x,3/19/2008,10:00-10:15,3,4,2,9,57,3,1,5,9,1,53,4,,2,1,,,,,,,38.898613,-76.931662
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2008/March/NANNIE%20HELEN%20BURROUGHS%20AVENUE %20NE%20%26%2049TH%20STREET.txt,NANNIE HELEN BURROUGHS AVENUE NE & 49TH STREET,x,3/19/2008,10:15-10:30,2,5,1,10,49,1,2,4,10,4,51,1,,1,,,,,,,,38.898613,-76.931662
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2008/March/NANNIE%20HELEN%20BURROUGHS%20AVENUE %20NE%20%26%2049TH%20STREET.txt,NANNIE HELEN BURROUGHS AVENUE NE & 49TH STREET,x,3/19/2008,10:30-10:45,,5,1,11,45,2,2,3,8,1,59,1,,,,,,,,,,38.898613,-76.931662
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2008/March/NANNIE%20HELEN%20BURROUGHS%20AVENUE %20NE%20%26%2049TH%20STREET.txt,NANNIE HELEN BURROUGHS AVENUE NE & 49TH STREET,x,3/19/2008,10:45-11:00,1,6,1,12,65,3,6,12,12,,47,3,,1,,,,,,,,38.898613,-76.931662
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2008/March/NANNIE%20HELEN%20BURROUGHS%20AVENUE %20NE%20%26%2049TH%20STREET.txt,NANNIE HELEN BURROUGHS AVENUE NE & 49TH STREET,x,3/19/2008,11:00-11:15,2,7,2,8,57,5,4,8,6,1,51,4,1,,,,,,,,,38.898613,-76.931662
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2008/March/NANNIE%20HELEN%20BURROUGHS%20AVENUE %20NE%20%26%2049TH%20STREET.txt,NANNIE HELEN BURROUGHS AVENUE NE & 49TH STREET,x,3/19/2008,11:15-11:30,3,4,3,12,59,6,3,7,16,3,53,5,,,,,,,,,,38.898613,-76.931662
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2008/March/NANNIE%20HELEN%20BURROUGHS%20AVENUE %20NE%20%26%2049TH%20STREET.txt,NANNIE HELEN BURROUGHS AVENUE NE & 49TH STREET,x,3/19/2008,11:30-11:45,4,7,4,10,74,2,1,10,10,4,58,6,,,,,,,,,,38.898613,-76.931662
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2008/March/NANNIE%20HELEN%20BURROUGHS%20AVENUE %20NE%20%26%2049TH%20STREET.txt,NANNIE HELEN BURROUGHS AVENUE NE & 49TH STREET,x,3/19/2008,11:45-12:00,3,6,2,7,60,4,8,7,20,1,51,4,,,1,,,,,,,38.898613,-76.931662
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2008/March/NANNIE%20HELEN%20BURROUGHS%20AVENUE %20NE%20%26%2049TH%20STREET.txt,NANNIE HELEN BURROUGHS AVENUE NE & 49TH STREET,x,3/19/2008,12:00-12:15,2,7,1,4,57,3,6,6,14,2,50,3,1,,,,,,,,,38.898613,-76.931662
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2008/March/NANNIE%20HELEN%20BURROUGHS%20AVENUE %20NE%20%26%2049TH%20STREET.txt,NANNIE HELEN BURROUGHS AVENUE NE & 49TH STREET,x,3/19/2008,12:15-12:30,1,8,,6,74,7,3,8,12,1,47,2,,,,1,,,,,,38.898613,-76.931662
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2008/March/NANNIE%20HELEN%20BURROUGHS%20AVENUE %20NE%20%26%2049TH%20STREET.txt,NANNIE HELEN BURROUGHS AVENUE NE & 49TH STREET,x,3/19/2008,12:30-12:45,,8,1,3,56,6,4,10,17,1,43,1,,,2,,,,,,,38.898613,-76.931662
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2008/March/NANNIE%20HELEN%20BURROUGHS%20AVENUE %20NE%20%26%2049TH%20STREET.txt,NANNIE HELEN BURROUGHS AVENUE NE & 49TH STREET,x,3/19/2008,12:45-13:00,3,7,2,7,63,5,7,11,19,2,48,2,,,3,,,,,,,38.898613,-76.931662
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2008/March/NANNIE%20HELEN%20BURROUGHS%20AVENUE %20NE%20%26%2049TH%20STREET.txt,NANNIE HELEN BURROUGHS AVENUE NE & 49TH STREET,x,3/19/2008,14:00-14:15,2,14,3,8,57,4,2,14,13,3,51,3,,1,1,,,,,,,38.898613,-76.931662
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2008/March/NANNIE%20HELEN%20BURROUGHS%20AVENUE %20NE%20%26%2049TH%20STREET.txt,NANNIE HELEN BURROUGHS AVENUE NE & 49TH STREET,x,3/19/2008,14:15-14:30,4,15,2,9,71,4,6,7,24,2,54,2,1,,,,,,,,,38.898613,-76.931662
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2008/March/NANNIE%20HELEN%20BURROUGHS%20AVENUE %20NE%20%26%2049TH%20STREET.txt,NANNIE HELEN BURROUGHS AVENUE NE & 49TH STREET,x,3/19/2008,14:30-14:45,2,19,2,11,62,6,9,16,22,1,56,1,,,2,1,,,,,,38.898613,-76.931662
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2008/March/NANNIE%20HELEN%20BURROUGHS%20AVENUE %20NE%20%26%2049TH%20STREET.txt,NANNIE HELEN BURROUGHS AVENUE NE & 49TH STREET,x,3/19/2008,14:45-15:00,2,24,4,7,67,3,8,11,19,4,61,5,,,4,1,,,,,,38.898613,-76.931662
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2008/March/NANNIE%20HELEN%20BURROUGHS%20AVENUE %20NE%20%26%2049TH%20STREET.txt,NANNIE HELEN BURROUGHS AVENUE NE & 49TH STREET,x,3/19/2008,15:00-15:15,2,27,3,9,71,5,6,8,15,2,59,4,,,3,1,,,,,,38.898613,-76.931662
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2008/March/NANNIE%20HELEN%20BURROUGHS%20AVENUE %20NE%20%26%2049TH%20STREET.txt,NANNIE HELEN BURROUGHS AVENUE NE & 49TH STREET,x,3/19/2008,15:15-15:30,1,29,2,10,76,6,4,7,17,3,58,2,,,1,1,,,,,,38.898613,-76.931662
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2008/March/NANNIE%20HELEN%20BURROUGHS%20AVENUE %20NE%20%26%2049TH%20STREET.txt,NANNIE HELEN BURROUGHS AVENUE NE & 49TH STREET,x,3/19/2008,15:30-15:45,1,30,4,15,80,7,4,9,14,3,56,2,7,,,2,,,,,,38.898613,-76.931662
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2008/March/NANNIE%20HELEN%20BURROUGHS%20AVENUE %20NE%20%26%2049TH%20STREET.txt,NANNIE HELEN BURROUGHS AVENUE NE & 49TH STREET,x,3/19/2008,15:45-16:00,2,25,3,9,96,5,,7,17,1,51,2,11,,3,4,,,,,,38.898613,-76.931662
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2008/March/NANNIE%20HELEN%20BURROUGHS%20AVENUE %20NE%20%26%2049TH%20STREET.txt,NANNIE HELEN BURROUGHS AVENUE NE & 49TH STREET,x,3/19/2008,16:00-16:15,1,21,4,6,107,4,2,15,12,,42,3,6,2,6,6,,,,,,38.898613,-76.931662
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2008/March/NANNIE%20HELEN%20BURROUGHS%20AVENUE %20NE%20%26%2049TH%20STREET.txt,NANNIE HELEN BURROUGHS AVENUE NE & 49TH STREET,x,3/19/2008,16:15-16:30,2,22,3,4,121,6,11,6,21,2,41,4,4,,11,,,,,,,38.898613,-76.931662
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2008/March/NANNIE%20HELEN%20BURROUGHS%20AVENUE %20NE%20%26%2049TH%20STREET.txt,NANNIE HELEN BURROUGHS AVENUE NE & 49TH STREET,x,3/19/2008,16:30-16:45,3,19,4,7,139,11,6,17,13,1,39,6,,1,2,,,,,,,38.898613,-76.931662
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2008/March/NANNIE%20HELEN%20BURROUGHS%20AVENUE %20NE%20%26%2049TH%20STREET.txt,NANNIE HELEN BURROUGHS AVENUE NE & 49TH STREET,x,3/19/2008,16:45-17:00,2,23,5,8,147,6,4,11,10,1,49,7,,2,,1,,,,,,38.898613,-76.931662
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2008/March/NANNIE%20HELEN%20BURROUGHS%20AVENUE %20NE%20%26%2049TH%20STREET.txt,NANNIE HELEN BURROUGHS AVENUE NE & 49TH STREET,x,3/19/2008,17:00-17:15,3,27,6,11,153,5,5,12,9,2,53,9,,,4,,,,,,,38.898613,-76.931662
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2008/March/NANNIE%20HELEN%20BURROUGHS%20AVENUE %20NE%20%26%2049TH%20STREET.txt,NANNIE HELEN BURROUGHS AVENUE NE & 49TH STREET,x,3/19/2008,17:15-17:30,2,21,4,9,142,3,3,9,11,1,46,4,1,,,,,,,,,38.898613,-76.931662
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2008/March/NANNIE%20HELEN%20BURROUGHS%20AVENUE %20NE%20%26%2049TH%20STREET.txt,NANNIE HELEN BURROUGHS AVENUE NE & 49TH STREET,x,3/19/2008,17:30-17:45,2,22,5,10,131,2,2,7,13,1,41,3,1,,,,,,,,,38.898613,-76.931662
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2008/March/NANNIE%20HELEN%20BURROUGHS%20AVENUE %20NE%20%26%2049TH%20STREET.txt,NANNIE HELEN BURROUGHS AVENUE NE & 49TH STREET,x,3/19/2008,17:45-18:00,3,19,4,7,133,3,4,8,11,1,33,4,,,1,,,,,,,38.898613,-76.931662
file,name,id,date,time,,T,Left,,,,Right,Thru,Peds,,,,,A,,,,,,,,38.898613,-76.931662
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2008/March/NANNIE%20HELEN%20BURROUGHS%20AVENUE %20NE%20%26%20DIVISION%20AVENUE.txt,NANNIE HELEN BURROUGHS AVENUE NE & DIVISION AVENUE,x,3/18/2008,07:00-07:15,7,27,,3,84,3,7,39,17,25,74,9,2,29,9,2,,,,,,38.898348,-76.925671
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2008/March/NANNIE%20HELEN%20BURROUGHS%20AVENUE %20NE%20%26%20DIVISION%20AVENUE.txt,NANNIE HELEN BURROUGHS AVENUE NE & DIVISION AVENUE,x,3/18/2008,07:15-07:30,5,32,1,2,77,4,6,32,14,20,69,10,1,19,10,1,,,,,,38.898348,-76.925671
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2008/March/NANNIE%20HELEN%20BURROUGHS%20AVENUE %20NE%20%26%20DIVISION%20AVENUE.txt,NANNIE HELEN BURROUGHS AVENUE NE & DIVISION AVENUE,x,3/18/2008,09:00-09:15,11,31,6,5,52,3,4,19,19,13,47,5,,6,8,5,,,,,,38.898348,-76.925671
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2008/March/NANNIE%20HELEN%20BURROUGHS%20AVENUE %20NE%20%26%20DIVISION%20AVENUE.txt,NANNIE HELEN BURROUGHS AVENUE NE & DIVISION AVENUE,x,3/18/2008,09:15-09:30,9,21,4,2,46,1,4,20,13,16,51,11,,14,1,,,,,,,38.898348,-76.925671
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2008/March/NANNIE%20HELEN%20BURROUGHS%20AVENUE %20NE%20%26%20DIVISION%20AVENUE.txt,NANNIE HELEN BURROUGHS AVENUE NE & DIVISION AVENUE,x,3/18/2008,09:30-09:45,8,17,3,1,41,,4,16,17,16,42,3,,1,1,1,,,,,,38.898348,-76.925671
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2008/March/NANNIE%20HELEN%20BURROUGHS%20AVENUE %20NE%20%26%20DIVISION%20AVENUE.txt,NANNIE HELEN BURROUGHS AVENUE NE & DIVISION AVENUE,x,3/18/2008,09:45-10:00,6,13,2,,33,1,6,22,15,13,35,10,,,3,,,,,,,38.898348,-76.925671
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2008/March/NANNIE%20HELEN%20BURROUGHS%20AVENUE %20NE%20%26%20DIVISION%20AVENUE.txt,NANNIE HELEN BURROUGHS AVENUE NE & DIVISION AVENUE,x,3/18/2008,10:00-10:15,5,11,2,,31,1,5,20,13,14,33,9,,1,2,,,,,,,38.898348,-76.925671
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2008/March/NANNIE%20HELEN%20BURROUGHS%20AVENUE %20NE%20%26%20DIVISION%20AVENUE.txt,NANNIE HELEN BURROUGHS AVENUE NE & DIVISION AVENUE,x,3/18/2008,10:15-10:30,4,12,1,,27,2,4,17,11,10,32,7,,,1,,,,,,,38.898348,-76.925671
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2008/March/NANNIE%20HELEN%20BURROUGHS%20AVENUE %20NE%20%26%20DIVISION%20AVENUE.txt,NANNIE HELEN BURROUGHS AVENUE NE & DIVISION AVENUE,x,3/18/2008,10:30-10:45,4,15,1,,21,2,4,15,11,9,30,7,,7,,,,,,,,38.898348,-76.925671
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2008/March/NANNIE%20HELEN%20BURROUGHS%20AVENUE %20NE%20%26%20DIVISION%20AVENUE.txt,NANNIE HELEN BURROUGHS AVENUE NE & DIVISION AVENUE,x,3/18/2008,10:45-11:00,3,16,2,1,19,3,6,14,21,10,43,5,1,7,,1,,,,,,38.898348,-76.925671
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2008/March/NANNIE%20HELEN%20BURROUGHS%20AVENUE %20NE%20%26%20DIVISION%20AVENUE.txt,NANNIE HELEN BURROUGHS AVENUE NE & DIVISION AVENUE,x,3/18/2008,11:00-11:15,4,17,3,,21,4,8,16,17,17,35,9,,,1,,,,,,,38.898348,-76.925671
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2008/March/NANNIE%20HELEN%20BURROUGHS%20AVENUE %20NE%20%26%20DIVISION%20AVENUE.txt,NANNIE HELEN BURROUGHS AVENUE NE & DIVISION AVENUE,x,3/18/2008,11:15-11:30,2,18,,3,20,3,4,14,18,16,43,6,,5,,3,,,,,,38.898348,-76.925671
